STATE,COUNTY,NAME,FAVAL850,FAVAL860,FAVAL870,FAVAL880,FAVAL890,FAVAL900,FAVAL910,FAVAL920,FAVAL925,FAVAL930,FAVAL935,FAVAL940,FAVAL945,FAVAL950,FAVAL954,FAVAL959,FIPS,REGION1,REGION2,LEVEL
ICPSR state code,ICPSR county code,Name of state/county,Aver value farms per acre 1850,Aver value farms per acre 1860,Aver value farms per acre 1870,Aver value farms per acre 1880,Aver value farms per acre 1890,Aver value farms per acre 1900,Aver value farms per acre 1910,Aver value farms per acre 1920,Aver value farms per acre 1925,Aver value farms per acre 1930,Aver value farms per acre 1935,Aver value farms per acre 1940,Aver value farms per acre 1945,Aver value farms per acre 1950,Aver value farms per acre 1954,Aver value farms per acre 1959,State/county FIPS code,U.S. Census Region (9),U.S. Census Region (5),County=1 State=2 USA=3
